county,farm_name,livestock_name,livestock_type,head_count,farm_address,latitude,longitude,outbreak_date,livestock_code
고양시,노영호,닭,토종닭,3000.0,경기도 고양시 덕양구 관산동 388-2,126.8531186,37.7038247,20170307,415002
고양시,장항양계,닭,산란계,37000.0,경기도 고양시 일산서구 구산동 681번지,37.6882831596,126.6925338689,20230108,415003
광주시,,오리,기타,,경기도 광주시 남한산성면 불당리,37.4578567662489,127.204369212874,20160405,416299
광주시,광주농장,닭,산란계,59000.0,경기도 광주시 초월읍 신월리 409-1,37.4108027367,127.3075375101,20161222,415003
김포시,(주)한우리,닭,산란계,,경기도 김포시 통진읍 가현리,37.6747615335301,126.585287300047,20150203,415003
김포시,김병갑,닭,토종닭,,경기도 김포시 대곶면 초원지리,37.6557011013402,126.594790211879,20161218,415002
김포시,,닭,산란계,,경기도 김포시 통진읍 가현리,37.6747615335301,126.585287300047,20161224,415003
김포시,장락농장,닭,산란계,24000.0,경기도 김포시 대곶면 쇄암리 447번지,37.6706239727,126.5498148989,20210109,415003
김포시,봉골농장,닭,산란계,83000.0,"경기도 김포시 월곶면 군하리 323번지 2호 ,323-70번지",37.707520252,126.5535918318,20201230,415003
김포시,써니농장,닭,산란계,22000.0,경기도 김포시 통진읍 가현리 162번지 3호,37.6724170856,126.5882596686,20201213,415003
김포시,김포 자연 농장,닭,산란계,30000.0,경기도 김포시 통진읍 수참리 114번지 1호,37.6856695827,126.6255803816,20210101,415003
김포시,,메추리,비분류,,경기도 김포시 하성면 마조리,37.75288785603,126.6324784047,20170125,416498
김포시,김포 자연 농장,닭,산란계,30000.0,경기도 김포시 통진읍 수참리 114번지 1호,37.6856695827,126.6255803816,20241220,415003
김포시,아라농장,닭,산란계,100000.0,경기도 김포시 하성면 석탄리 978번지,37.7209713,126.6626826,20230103,415003
남양주시,유인농장,닭,산란계,34000.0,경기도 남양주시 화도읍 차산리 850,37.6247017497,127.2897282096,20210112,415003
동두천시,김상현,칠면조,,,경기도 동두천시 하봉암동,37.9665340312146,127.074153004513,20110211,416100
성남시,김재옥,닭,토종닭,,경기도 성남시 중원구 성남동,37.4353291482243,127.138944267643,20141227,415002
성남시,김오연,닭,토종닭,,경기도 성남시 중원구 성남동,37.4353291482243,127.138944267643,20141229,415002
성남시,김종선,닭,토종닭,350.0,경기도 성남시 중원구 여수동 518-5,37.417389959,127.1406611891,20141230,415002
성남시,안경선,닭,토종닭,,경기도 성남시 중원구 성남동,37.4353291482243,127.138944267643,20141229,415002
성남시,윤정구,닭,토종닭,,경기도 성남시 중원구 성남동,37.4353291482243,127.138944267643,20141229,415002
안성시,박용순,닭,육계,,경기도 안성시 일죽면 장암리,37.0714123054903,127.464709743288,20070210,415006
안성시,유경수,닭,육계,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20080505,415006
안성시,원기만,닭,기타,,경기도 안성시 공도읍 중복리,36.9709244859648,127.135404818075,20080510,415099
안성시,태봉양계장,닭,산란계,,경기도 안성시 일죽면 화봉리,37.0679951711018,127.476594462903,20140312,415003
안성시,김정길,오리,육용오리,,경기도 안성시 일죽면 신흥리,37.1128269696514,127.47513362725,20140315,416230
안성시,박세용,닭,산란계,,경기도 안성시 일죽면 능국리,37.1102333444643,127.49158385138,20140321,415003
안성시,최종필,닭,산란계,,경기도 안성시 일죽면 능국리,37.1102333444643,127.49158385138,20140401,415003
안성시,이재석,오리,종오리,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20140213,416210
안성시,수지농장,오리,육용오리,9900.0,경기도 안성시 대덕면 김중만장군길 157-39,37.0540200515,127.2475700915,20150126,416230
안성시,박봉현,오리,종오리,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20140217,416210
안성시,소중영,오리,종오리,,경기도 안성시 미양면 고지리,36.9603701381106,127.210258715433,20140217,416210
안성시,수지농장,오리,육용오리,9900.0,경기도 안성시 대덕면 김중만장군길 157-39,37.0540200515,127.2475700915,20140224,416230
안성시,장대진,오리,육용오리,,경기도 안성시 보개면 내방리,37.0233077529024,127.315011741571,20150209,416230
안성시,한상은,오리,육용오리,,경기도 안성시 보개면 양복리,37.0150298912158,127.327868249317,20150209,416230
안성시,마전농장,오리,육용오리,15000.0,경기도 안성시 삼죽면 마전리 132번지 1호,37.0405193763,127.3467894224,20150225,416230
안성시,원기만,오리,육용오리,,경기도 안성시 공도읍 건천리,36.9732826187143,127.158018325113,20140228,416230
안성시,원기만,거위,비분류,,경기도 안성시 공도읍 건천리,36.9732826187143,127.158018325113,20140228,416398
안성시,서현농장,오리,육용오리,32000.0,경기도 안성시 샛터1길 41-34 (중리동),36.9863361931,127.274681313,20140626,416230
안성시,소중영,오리,종오리,,경기도 안성시 미양면 고지리,36.9603701381106,127.210258715433,20150116,416210
안성시,김신자,오리,육용오리,,경기도 안성시 미양면 정동리,36.9749968371032,127.201790503642,20150123,416230
안성시,이재석,오리,종오리,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20150129,416210
안성시,박봉현,오리,종오리,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20150130,416210
안성시,민자농장,오리,종오리,,경기도 안성시 서운면 신흥리,36.9262620387591,127.244208522232,20150205,416210
안성시,양호농장,오리,육용오리,30000.0,경기도 안성시 서운면 신흥리 산 51번지,36.9286198,127.2424098,20150211,416230
안성시,소희영,오리,종오리,,경기도 안성시 미양면 고지리,36.9603701381106,127.210258715433,20140219,416210
안성시,다모아부화장,오리,육용오리,7560.0,경기도 안성시 미양면 신고지길 125,36.9640675842,127.2083512331,20110116,416230
안성시,서광농장,오리,육용오리,,경기도 안성시 서운면 신흥리,36.9262620387591,127.244208522232,20110108,416230
안성시,관리수의사-010-4346-4500,오리,육용오리,,경기도 안성시 일죽면 산북리,37.0883572473258,127.50746331286,20110111,416230
안성시,이재석,오리,종오리,,경기도 안성시 미양면 강덕리,36.9539500433603,127.231955420418,20110113,416210
안성시,임우근,오리,육용오리,,경기도 안성시 금광면 내우리,36.9934242158215,127.299781678627,20150308,416230
안성시,임용대,오리,육용오리,,경기도 안성시 금광면 개산리,36.9813408274806,127.296149108953,20150310,416230
안성시,이해만,닭,산란계,,경기도 안성시 미양면 법전리,36.9480934683184,127.212425430028,20150417,415003
안성시,,닭,토종닭,,경기도 안성시 대덕면 보동리,37.0521651043758,127.242295466615,20161129,415002
안성시,이규남,닭,토종닭,,경기도 안성시 원곡면 외가천리,37.0423643341205,127.139749102171,20161207,415002
안성시,,닭,산란계,,경기도 안성시 일죽면 능국리,37.1102333444643,127.49158385138,20161214,415003
안성시,이규선,오리,육용오리,,경기도 안성시 보개면 동평리,37.0894945750571,127.319865500198,20161216,416230
안성시,,닭,산란계,,경기도 안성시 대덕면 명당리,37.0393322607926,127.211038261527,20170105,415003
안성시,두메농장,닭,일괄,310000.0,경기도 안성시 일죽면 산북리 104번지 1호 외 9필지,37.0856870573,127.5126597683,20161220,415001
안성시,박세용,닭,산란계,,경기도 안성시 일죽면 능국리,37.1102333444643,127.49158385138,20161218,415003
안성시,,닭,산란계,,경기도 안성시 삼죽면 덕산리,37.0833889716464,127.369469368193,20161218,415003
안성시,안성순,오리,육용오리,,경기도 안성시 일죽면 화곡리,37.1146300787983,127.463961110511,20161218,416230
안성시,이병일,오리,육용오리,,경기도 안성시 보개면 복평리,37.0367519640359,127.310841086569,20161218,416230
안성시,텃골축산,닭,산란계,150000.0,경기도 안성시 일죽면 장암로 24-72 (외 3필지),37.0807076854,127.4700951915,20161226,415003
안성시,,오리,육용오리,,경기도 안성시 금광면 개산리,36.9813408274806,127.296149108953,20161230,416230
안성시,,닭,산란계,,경기도 안성시 공도읍 용두리,37.0097253769219,127.1638015707,20170101,415003
안성시,김광배2,오리,육용오리,,경기도 안성시 일죽면 산북리,37.0883572473258,127.50746331286,20161210,416230
안성시,도란도란,닭,산란계,138000.0,경기도 안성시 보개면 가재울길 100-23,37.0639861701,127.3126466066,20161224,415003
안성시,송영민,닭,일괄,,경기도 안성시 보개면 적가리,37.0528049214762,127.294088190048,20161226,415001
안성시,덕수농장,닭,산란계,55000.0,경기도 안성시 서운면 신촌리 280번지 5호,36.935285,127.2609067,20161228,415003
안성시,김학주,닭,종계,,경기도 안성시 공도읍 진사리,36.9867039581764,127.141857779681,20161228,415005
안성시,서운농장,닭,산란계,276683.0,경기도 안성시 서운면 서운로 229 (외 1필지),36.9342969441,127.2628706116,20161228,415003
안성시,청원농장,닭,산란계,15000.0,경기도 안성시 보개면 보개산로 291-44,37.0466702514,127.3375199869,20161220,415003
안성시,영화농장,닭,종계,10760.0,경기도 안성시 일죽면 장암초교길 99,37.0743234104,127.4625489917,20210127,415005
안성시,농업회사법인 티지에프(주),닭,산란계,783000.0,"경기도 안성시 금광면 조령길 73-105, (외10필지)",37.0277185476,127.3633406736,20210113,415003
안성시,서운농장,닭,산란계,276683.0,경기도 안성시 서운면 서운로 229 (외 1필지),36.9342969441,127.2628706116,20210114,415003
안성시,청산농장,닭,산란계,100000.0,경기도 안성시 공도읍 문터길 87,37.0153418419,127.1941376365,20210129,415003
안성시,(주)선유팜,닭,산란계,,경기도 안성시 일죽면 신흥리,37.1128269696514,127.47513362725,20210201,415003
안성시,박성미,닭,토종닭,,경기도 안성시 보개면 기좌리,37.0360018201511,127.289653366241,20170118,415002
안성시,유화농장,닭,산란계,37500.0,경기도 안성시 보개면 동문이길 60,36.9995563011,127.2938110734,20210128,415003
안성시,유필재,닭,산란계,,경기도 안성시 보개면 동신리,37.004274272192,127.297927796486,20170106,415003
안성시,,닭,육계,,경기도 안성시 미양면 보체리,36.9693977408658,127.239481435046,20170112,415006
안성시,신익수,닭,토종닭,,경기도 안성시 일죽면 방초리,37.1286308460717,127.42799075704,20170114,415002
안성시,,닭,산란계,,경기도 안성시 공도읍 마정리,37.0168327300545,127.205708148124,20170114,415003
안성시,제2대화 오리농장 DHD,오리,육용오리,20000.0,"경기도 안성시 일죽면 화곡리 611번지 ,612-1외 1필지",37.1051952607,127.4564000956,20221130,416230
안성시,농업회사법인 골드아이(유),닭,산란계,570960.0,경기도 안성시 일죽면 서동대로 7626-29,37.100979066167,127.488874059671,20240109,415003
안성시,승애농장,닭,산란계,50000.0,경기도 안성시 공도읍 용머리큰길 34-55,37.0110969323396,127.164242160143,20251210,415003
안성시,서운농장,닭,산란계,276683.0,경기도 안성시 서운면 서운로 229 (외 1필지),36.9342969441,127.2628706116,20251216,415003
안성시,정훈농장,닭,산란계,126000.0,경기도 안성시 서운면 사갑1길 245,36.9271803166707,127.240109728297,20251224,415003
안성시,농업회사법인 골드아이(유),닭,산란계,570960.0,경기도 안성시 일죽면 서동대로 7626-29,37.100979066167,127.488874059671,20221214,415003
양주시,강선복,닭,산란계,,경기도 양주시 은현면 하패리,37.8872886442943,127.030661595147,20040321,415003
양주시,김학범,닭,산란계,,경기도 양주시 남면 경신리,37.8576070091945,126.983486742704,20110120,415003
양주시,송점채,오리,비분류,,경기도 양주시 광적면 우고리,37.8287976353949,126.945840499456,20150524,416298
양주시,채연희,오리,비분류,,경기도 양주시 광적면 우고리,37.8287976353949,126.945840499456,20150524,416298
양주시,최진복,닭,산란계,,경기도 양주시 백석읍 오산리,37.8010234932733,126.98425330017,20161201,415003
양주시,신춘추농장,닭,산란계,67000.0,경기도 양주시 백석읍 가업리 13-1,37.7931444254,126.9793266243,20161129,415003
양주시,세바환경,닭,산란계,8000.0,경기도 양주시 남면 경신리 산 39번지,126.9848572,37.8682335,20170111,415003
양주시,세인농장,닭,산란계,20000.0,경기도 양주시 은현면 도하리 655번지 2호 외 2번지,37.8431708,127.0008255,20170111,415003
양주시,정현,닭,산란계,,경기도 양주시 백석읍 가업리,37.7854976448075,126.965193770399,20161123,415003
양주시,김인호,닭,산란계,,경기도 양주시 은현면 봉암리,37.9167354675651,127.002965939114,20180318,415003
양주시,배성임(이용진),닭,산란계,,경기도 양주시 남면 상수리,37.8677667481936,126.988748713767,20170214,415003
양주시,강은주,닭,산란계,,경기도 양주시 은현면 봉암리,37.9167354675651,127.002965939114,20170118,415003
양평군,,오리,육용오리,,경기도 양평군 지평면 수곡리,37.434846600285,127.59645227212,20161207,416230
여주시,한재권,닭,산란계,,경기도 여주시 가남읍 하귀리,37.2241755928574,127.569757295754,20150121,415003
여주시,상신,닭,산란계,298100.0,경기도 여주시 가남읍 금당리 606-8번지,37.1987852,127.6030885,20150202,415003
여주시,(주)사조팜스여주부화장,오리,종오리,,경기도 여주시 능서면 광대리,37.2604859502769,127.574499273168,20150202,416210
여주시,서광농장,닭,산란계,120000.0,경기도 여주시 세종대왕면 광대리 509,37.258219381,127.5637614667,20110223,415003
여주시,모닝바이오텍,닭,산란계,75000.0,경기도 여주시 흥천면 율극리 296-2번지,37.3358492,127.564232,20161228,415003
여주시,최형주,닭,산란계,,경기도 여주시 흥천면 율극리,37.3344146288236,127.564477479997,20161228,415003
여주시,,오리,종오리,,경기도 여주시 능서면 광대리,37.2604859502769,127.574499273168,20161214,416210
여주시,,닭,산란계,,경기도 여주시 가남읍 금당리,37.2081812697231,127.61359346409,20161218,415003
여주시,가남농장(농업회사법인 조인),닭,산란계,,경기도 여주시 가남읍 하귀리,37.2241755928574,127.569757295754,20161218,415003
여주시,,메추리,비분류,,경기도 여주시 능서면 마래리,37.2630100047189,127.557671653562,20170101,416498
여주시,,닭,산란계,,경기도 여주시 가남읍 은봉리,37.1859255598177,127.568073358855,20161210,415003
여주시,,닭,산란계,,경기도 여주시 능서면 마래리,37.2630100047189,127.557671653562,20161210,415003
여주시,자연농장,메추리,비분류,70000.0,경기도 여주시 가남읍 삼군리 16,37.1985916632,127.5654217553,20201209,416498
여주시,농업회사법인 다온농장,닭,산란계,160000.0,경기도 여주시 점동면 당진리 536,37.1766000226,127.6762309245,20201222,415003
여주시,함일농장,닭,산란계,137000.0,경기도 여주시 능서면 마래리 458-6번지,37.2584169,127.5621689,20201229,415003
여주시,,닭,산란계,,경기도 여주시 능서면 용은리,37.2856303133144,127.545104931248,20161220,415003
여주시,계림농장,닭,산란계,60000.0,경기도 여주시 대신면 계림리 360,37.4085821591,127.5891887594,20201207,415003
여주시,정철중(철중),닭,육계,0.0,경기도 고양시 일산동구 성석동 1797번지,37.7185979321,126.7874871757,20161230,415006
여주시,일우농장,닭,산란계,83381.0,경기도 여주시 흥천면 율극리 266,37.3424628333,127.5657970496,20241226,415003
여주시,농업회사법인 주식회사 닭터,닭,산란계,100000.0,경기도 여주시 흥천면 율극리 294,37.3357844151,127.564176924,20250104,415003
연천군,유환농장,닭,산란계,29000.0,경기도 연천군 미산면 백석리 289-1,38.0446082016,126.9679092475,20110524,415003
연천군,강은주,닭,산란계,,경기도 연천군 연천읍 상리,38.1355096013747,127.070345133874,20170118,415003
연천군,서울농장,닭,산란계,60000.0,경기도 연천군 연천읍 와초리 78,38.1417602251,127.0930535322,20230222,415003
연천군,유월농장,닭,산란계,80000.0,경기도 연천군 군남면 왕림리 518,38.0721669312,127.0500284639,20230103,415003
용인시,정재윤,닭,산란계,,경기도 용인시 처인구 백암면 박곡리,37.1680445322043,127.394277605908,20110306,415003
용인시,,닭,산란계,,경기도 용인시 처인구 백암면 박곡리,37.1680445322043,127.394277605908,20161214,415003
용인시,,닭,산란계,,경기도 용인시 처인구 백암면 석천리,37.1098785662341,127.360638012271,20161218,415003
용인시,다원팜,닭,산란계,,경기도 용인시 처인구 백암면 옥산리,37.1068601932087,127.40575040614,20161218,415003
용인시,청려원,닭,산란계,,경기도 용인시 처인구 백암면 석천리,37.1098785662341,127.360638012271,20161218,415003
용인시,,닭,산란계,,경기도 용인시 처인구 백암면 옥산리,37.1068601932087,127.40575040614,20210119,415003
용인시,,오리,종오리,,경기도 용인시 처인구 원삼면 문촌리,37.1623322907661,127.290603052463,20201223,416210
용인시,구일농장,닭,종계,,경기도 용인시 처인구 백암면 옥산리,37.1068601932087,127.40575040614,20221116,415005
의정부시,박동권,닭,토종닭,,경기도 의정부시 용현동,37.7338683010294,127.079978282419,20150420,415002
이천시,김달환,닭,산란계,,경기도 이천시 율면 신추리,37.093745212441,127.528182392601,20031225,415003
이천시,한성농장,닭,산란계,,경기도 이천시 장호원읍 나래리 553-2번지 (외 16필지),127.5878446,37.1850938,20150126,415003
이천시,김달환,닭,산란계,,경기도 이천시 율면 본죽리,37.0752451484687,127.522377347432,20140422,415003
이천시,정승헌,닭,산란계,,경기도 이천시 설성면 장천리,37.1446808485355,127.527987092641,20150225,415003
이천시,(주)한농,메추리,비분류,,경기도 이천시 율면 석산리,37.0591683373442,127.546785981286,20140508,416498
이천시,신현문,닭,토종닭,,경기도 이천시 설성면 장능리,37.1210214317524,127.521791545674,20110121,415002
이천시,용수농장(1),오리,종오리,20000.0,경기도 이천시 설성면 장천리 482번지,37.1390855271,127.523307234,20110122,416210
이천시,김영환,닭,종계,,경기도 이천시 설성면 행죽리,37.1098566297716,127.525630130822,20110114,415005
이천시,김학주,닭,종계,,경기도 이천시 설성면 상봉리,37.1586261214372,127.510566947255,20110217,415005
이천시,대풍농장,메추리,비분류,160000.0,경기도 이천시 장호원읍 선읍리 748번지,37.139443185,127.5742118629,20161224,416498
이천시,한성농장,닭,산란계,,경기도 이천시 장호원읍 나래리 553-2번지 (외 16필지),127.5878446,37.1850938,20161224,415003
이천시,설성양계,닭,산란계,150000.0,"경기도 이천시 설성면 장천리 188번지 ,188-7,188-8,188-12",37.1408032934,127.5384634155,20161129,415003
이천시,광명농장,닭,산란계,,경기도 이천시 부발읍 가산리 426번지,127.5055404,37.2488858,20161129,415003
이천시,,오리,육용오리,,경기도 이천시 설성면 신필리,37.1337947143516,127.548155309794,20161203,416230
이천시,성원축산,오리,육용오리,,경기도 이천시 장호원읍 진암리 334번지 2통,127.6097240429,37.1200733725,20161207,416230
이천시,한국양계,닭,종계,,경기도 이천시 설성면 행죽리,37.1098566297716,127.525630130822,20161207,415005
이천시,,닭,산란계,,경기도 이천시 대월면 초지리,37.2218996948677,127.497323782637,20161207,415003
이천시,김달환(윤호중),닭,산란계,,경기도 이천시 율면 본죽리,37.0752451484687,127.522377347432,20161214,415003
이천시,,닭,산란계,,경기도 이천시 장호원읍 진암리,37.1129912577092,127.60520537702,20161214,415003
이천시,,닭,산란계,,경기도 이천시 장호원읍 선읍리,37.1423958044014,127.574482871954,20161216,415003
이천시,이천농축원,닭,산란계,,경기도 이천시 대월면 대흥리 104번지 5호,127.4791589022,37.235191181,20161216,415003
이천시,,오리,육용오리,,경기도 이천시 대월면 대대리,37.2180402870535,127.480578776196,20161216,416230
이천시,,닭,토종닭,,경기도 이천시 설성면 신필리,37.1337947143516,127.548155309794,20161218,415002
이천시,이영희,닭,산란계,,경기도 이천시 장호원읍 와현리,37.1575737856788,127.598369236146,20161230,415003
이천시,,메추리,비분류,,경기도 이천시 율면 석산리,37.0591683373442,127.546785981286,20161206,416498
이천시,,닭,토종닭,,경기도 이천시 설성면 암산리,37.1609305754755,127.541123483475,20161210,415002
이천시,신현문,닭,산란계,,경기도 이천시 설성면 장능리,37.1210214317524,127.521791545674,20161209,415003
이천시,홍재수,닭,종계,,경기도 이천시 장호원읍 와현리,37.1575737856788,127.598369236146,20161220,415005
이천시,서울종계장,닭,종계,23350.0,경기도 이천시 장호원읍 와현리 417번지 20호,37.1460471774,127.6029214494,20210127,415005
이천시,우리축산,닭,산란계,90000.0,경기도 이천시 백사면 도립리 278번지 2호,37.3401343224,127.4725214772,20210214,415003
이천시,,닭,산란계,,경기도 이천시 부발읍 가산리,37.2459479705863,127.518017111887,20210214,415003
이천시,농업회사법인 나래 주식회사,닭,산란계,474560.0,경기도 이천시 장호원읍 나래리 546,37.1847030202,127.5879221251,20210122,415003
이천시,정기농장,닭,산란계,36190.0,경기도 이천시 율면 신추리 840-1번지,37.0917888319,127.5168450489,20210130,415003
이천시,설성양계,닭,산란계,150000.0,"경기도 이천시 설성면 장천리 188번지 ,188-7,188-8,188-12",37.1408032934,127.5384634155,20210202,415003
이천시,한국양계TS,닭,종계,,경기도 이천시 장호원읍 어석리,37.0990198547407,127.59553264478,20210223,415005
이천시,지옥순,닭,산란계,,경기도 이천시 설성면 신필리,37.1337947143516,127.548155309794,20161209,415003
이천시,솔잎농장,오리,종오리,190000.0,경기도 이천시 마장면 이치리 172-6,37.2627535582,127.3787174882,20160323,416210
이천시,월포농장,닭,육계,26000.0,경기도 이천시 율면 월포리 749-8,37.0759161511,127.5648347665,20161220,415006
이천시,김동수,닭,산란계,,경기도 이천시 율면 신추리,37.093745212441,127.528182392601,20161220,415003
이천시,상지농장농업회사법인주식회사,닭,산란계,137651.0,경기도 이천시 마장면 해월리 28-6,37.2034289617,127.3596663416,20221127,415003
파주시,송광근,닭,산란계,,경기도 파주시 광탄면 창만리,37.7979332530319,126.864012709917,20110118,415003
파주시,김진욱,닭,일괄,,경기도 파주시 법원읍 갈곡리,37.8509580364456,126.916032203966,20170606,415001
파주시,신한농장,닭,산란계,,경기도 파주시 적성면 어유지리 339번지,37.9946282873,126.9811172159,20210127,415003
파주시,원이농장,닭,토종닭,,경기도 파주시 탄현면 갈현리 1443번지,37.7593348975,126.721145302,20250913,415002
평택시,중원농장,닭,산란계,,경기도 평택시 포승면 석정리,36.9955638507864,126.878000641191,20080414,415003
평택시,최낙현,닭,산란계,,경기도 평택시 청북면 고잔리,37.0511402143019,126.886743462533,20140312,415003
평택시,손석현,오리,종오리,,경기도 평택시 팽성읍 대사리,36.9443162858237,127.069589587584,20140225,416210
평택시,(주)조인송탄,닭,육계,,경기도 평택시 고덕면 율포리,37.0489719357859,127.036755846575,20140304,415006
평택시,이명숙,닭,기타,55000.0,경기도 평택시 안중읍 성해리 80번지,36.997506837567,126.906010912401,20110207,415099
평택시,김욱철,닭,종계,,경기도 평택시 팽성읍 대사리,36.9443162858237,127.069589587584,20110125,415005
평택시,(주)양지농장,닭,산란계,,경기도 평택시 고덕면 동고리,37.0029817826354,127.044674536438,20161222,415003
평택시,이명옥,오리,육용오리,10000.0,경기도 평택시 포승읍 석정리 산 165번지 4호,36.9951252,126.8884115,20161228,416230
평택시,구구청북농장,닭,종계,23000.0,경기도 평택시 청북면 삼계리 62번지 3호,37.046607808,126.9255649256,20161220,415005
평택시,(주)조인,닭,산란계,,경기도 평택시 청북면 고잔리,37.0511402143019,126.886743462533,20161207,415003
평택시,손윤권,오리,종오리,,경기도 평택시 팽성읍 대사리,36.9443162858237,127.069589587584,20161216,416210
평택시,,닭,산란계,,경기도 평택시 서탄면 회화리,37.0981828574285,127.010533527918,20161216,415003
평택시,,닭,종계,,경기도 평택시 청북읍 한산리,37.0547464128856,126.964532012898,20161218,415005
평택시,,닭,종계,,경기도 평택시 포승읍 도곡리,36.9955930208455,126.861859834317,20161230,415005
평택시,(주)인주,닭,비분류,,경기도 평택시 오성면 안화리,37.0189717000206,127.003699310675,20161226,415098
평택시,길음농장,닭,산란계,,경기도 평택시 오성면 길음3길 73-32,36.9807450452,126.9651392373,20161228,415003
평택시,정원오리농장,오리,기타,,경기도 평택시 고덕면 용소금각로 364 (외 2필지),37.072011378,127.0016447026,20161220,416299
평택시,(주)성주농업회사,닭,산란계,,경기도 평택시 팽성읍 대사리 2번지 11호,36.9465965987,127.083275877,20210211,415003
평택시,거창농장,닭,산란계,,경기도 평택시 청북읍 고잔1길 35-20,37.0585124575,126.8994486173,20201229,415003
평택시,노지영,닭,산란계,360000.0,경기도 평택시 오성면 양교리 281-3,37.0272114,126.981428,20180318,415003
평택시,농업회사법인(주)양지바른,닭,산란계,,"경기도 평택시 고덕면 동고1길 17-114, (동고리 505-3,-4,-5,506-5)",36.995936848,127.0443846603,20210216,415003
